0.05767285	-0.010346928	-0.058899254	0.06961528	-0.014779455	0.028366288	-0.075517565	-0.007537191	0.016470527	-0.056192998	-0.0069099395	-0.029952783	-0.07864865	0.02845036	-0.025781345	-0.057393227
0.03466678	0.001407946	-0.021013904	-0.0003697969	-0.06730112	0.058114365	-0.11539725	0.019152038	-0.03913039	-0.011473449	-0.015433948	-0.021680184	-0.050880693	-0.048781607	-0.005519977	-0.07191059
-0.020354193	0.0073877224	0.0025472087	0.09939429	-0.089540474	-0.015571164	-0.04402673	-0.0018145095	-0.087171555	-0.042770956	0.012647165	0.053872634	-0.06335373	-0.0073908037	0.0533183	-0.084975965
0.06437455	0.007938208	-0.11376738	0.04114017	-0.060008176	0.06483565	-0.11906557	0.0316306	-0.01116525	-0.04733095	0.027603092	0.007063399	-0.050102618	0.03340269	0.027681895	-0.069078475
0.035320833	0.049043696	-0.068718	0.07496465	-0.10167187	0.008790191	-0.0045862114	-0.003453187	-0.05283302	-0.073807746	0.037383523	-0.060217075	-0.027566815	-0.024879	0.031994496	0.012440229
0.0204339	0.02371591	-0.047198318	0.038754947	-0.015104381	-0.018762605	-0.034381106	0.02312715	-0.030926805	-0.038299635	-0.015728554	-0.03221725	-0.06833086	-0.022147268	-0.003316666	0.01648314
0.032884784	0.0129280165	-0.05205286	0.10433384	-0.010379775	-0.0007016005	0.043883026	-0.056771975	0.018577684	-0.038868826	-0.057719193	0.005629004	-0.034964997	-0.03635727	-0.025407977	-0.06549098
-0.0009287389	-0.014344464	-0.0037450832	0.04834527	-0.06964914	0.07175045	-0.07680432	-0.0015559464	-0.056533035	-0.011537893	-0.004480002	-0.0028979704	-0.049837824	-0.021455485	-0.0063956524	0.035138756
-0.013048989	-0.023064224	-0.06541964	0.02262255	-0.07689207	0.027811615	-0.01963892	0.03699918	-0.041507978	0.0029622067	-0.035208546	0.03053366	-0.04815711	0.03275497	0.026745051	0.008962087
0.050350435	0.06705583	0.0024410242	-0.013416622	-0.027359854	-0.01809489	-0.03165056	-0.04294067	-0.108635224	-0.02880546	-0.06360335	0.027388547	-0.03608018	0.047632195	0.029556463	-0.03993113
0.064830534	0.02542733	-0.018857732	-0.02532317	0.070488326	-0.014855242	-0.00874302	-0.0050742435	-0.08924092	-0.001720732	0.026566122	-0.035768062	0.058837883	0.05016837	-0.013836724	-0.03975236
0.13404118	-0.046224847	-0.085751235	0.0030327935	-0.14166074	0.029548217	-0.022677837	-0.038800314	-0.073701225	-0.03729753	-0.04841812	-0.044848636	0.009973353	0.06045165	-0.060975455	-0.032925643
-0.02677465	-0.019968111	-0.11698999	0.047676228	-0.08391044	0.087900065	-0.10996933	0.033257656	-0.060609285	-0.016793063	0.012633603	-0.02005503	-0.010786464	-0.0042786463	0.053295705	0.023626298
0.0058840644	-0.0072954404	0.035027694	0.012730632	-0.064356714	0.11217954	0.05331773	-0.05859398	-0.037988532	-0.100708075	-0.03738201	-0.021155272	-0.05411399	0.02964017	-0.13080525	0.002429157
0.07537359	-0.08307983	-0.11155967	-0.025913097	-0.05824921	0.045057926	0.028087746	0.06037018	-0.05176048	0.016054804	0.008227694	0.090611525	-0.102319196	-0.007045343	-0.041641224	-0.08111753
0.059385616	0.046595536	-0.04329489	-0.04767339	-0.0667246	-0.014547334	-0.053800113	0.058289398	-0.015382451	-0.049735405	-0.061246984	-0.048289433	0.0036268376	0.010375393	-0.008364564	-0.0060382956
0.002951082	-0.03147343	-0.06368181	0.099901915	0.033847377	0.0984341	-0.11879346	-0.06736179	-0.11281128	0.018955553	-0.004018092	-0.024598379	-0.01996482	-0.02937588	-0.09102625	-0.01872329
-0.015708437	-0.023654232	-0.0023484917	0.077440396	0.0069163437	0.056413073	-0.02246854	-0.044876058	-0.040359285	-0.1016993	-0.0523311	-0.04001267	0.0017599139	0.01528756	-0.0057032513	0.034402095
0.03183823	-0.03181098	0.050332513	0.036072746	-0.024078587	0.0020367813	-0.026434012	-0.05920626	-0.098704636	-0.050546817	-0.00042540304	-0.04594808	0.047007933	0.01874764	0.037860796	0.05027845
